Name,Symbol,Exchange
PMC Fincorp,534060,BSE
MAS FINANC SER,MASFIN,NSE
Dhruv Consultanc,DHRUV,NSE
Frontier Capital,508980,BSE
Bharat Global,521238,BSE
Alankit,ALANKIT,NSE
Total Transport,TOTAL,NSE
Purv Flexi,PURVFLEXI,NSE
Tera Software,TERASOFT,NSE
SagarSoft (India,540143,BSE
Ratnabhumi Dev.,540796,BSE
BMW Industries,542669,BSE
Nephro Care,NEPHROCARE,NSE
Hi-Tech Pipes,HITECH,NSE
Baid Finserv,BAIDFIN,NSE
Venky's (India),VENKEYS,NSE
Shrem InvIT,SHREMINVIT,NSE
Prakash Industri,PRAKASH,NSE
Take Solutions,TAKE,NSE
Destiny Logistic,DESTINY,NSE
CESC,CESC,NSE
JTEKT India,JTEKTINDIA,NSE
Relaxo Footwear,RELAXO,NSE
Paushak,PAUSHAKLTD,NSE
Pakka,PAKKA,NSE
Dev Information,DEVIT,NSE
QVC Exports,QVCEL,NSE
Baweja Studios L,BAWEJA,NSE
Capri Global,CGCL,NSE
Nandani Creation,JAIPURKURT,NSE
Globe Intl. Car.,GICL,NSE
EL Forge,531144,BSE
Anant Raj,ANANTRAJ,NSE
Hybrid Financial,HYBRIDFIN,NSE
KM Sugar Mills,KMSUGAR,NSE
Texmaco Rail,TEXRAIL,NSE
RSD Finance,539875,BSE
Jubilant Ingrev.,JUBLINGREA,NSE
Chalet Hotels,CHALET,NSE
Veto Switchgears,VETO,NSE
Sumit Woods,SUMIT,NSE
Oriental Rail,531859,BSE
MCON Rasayan,MCON,NSE
Rajas. Tube Mfg,530253,BSE
Arihant Super.,ARIHANTSUP,NSE
Yuken India,YUKEN,NSE
TIL,TIL,NSE
Vaswani Industri,VASWANI,NSE
Venus Remedies,VENUSREM,NSE
Ugro Capital,UGROCAP,NSE
Riba Textiles,531952,BSE
Sarthak Industri,531930,BSE
Lamosaic India,LAMOSAIC,NSE
Bajaj Finserv,BAJAJFINSV,NSE
Camlin Fine,CAMLINFINE,NSE
Manappuram Fin.,MANAPPURAM,NSE
Vinyoflex,530401,BSE
Promax Power,543375,BSE
Muthoot Cap.Serv,MUTHOOTCAP,NSE
Rajshree Polypac,RPPL,NSE
Balaji Amines,BALAMINES,NSE
Ganesha Ecosphe.,GANECOS,NSE
Mono Pharmacare,MONOPHARMA,NSE
Cyient DLM,CYIENTDLM,NSE
Suprajit Engg.,SUPRAJIT,NSE
Repco Home Fin,REPCOHOME,NSE
Polylink Poly.,531454,BSE
Equippp Social,EQUIPPP,NSE
Salasar Techno,SALASAR,NSE
Stove Kraft,STOVEKRAFT,NSE
Harri. Malayalam,HARRMALAYA,NSE
Shriram Finance,SHRIRAMFIN,NSE
Rupa & Co,RUPA,NSE
Cubex Tubings,CUBEXTUB,NSE
Airan,AIRAN,NSE
Rishiroop,526492,BSE
Lahoti Overseas,531842,BSE
UltraTech Cem.,ULTRACEMCO,NSE
I G Petrochems,IGPL,NSE
Poojawes. Metal.,540727,BSE
Mega Fin (India),532105,BSE
Allied Digital,ADSL,NSE
Kolte Patil Dev.,KOLTEPATIL,NSE
Swashthik Plas.,544035,BSE
KKV Agro Powers,KKVAPOW,NSE
Archit Organosys,524640,BSE
Rasi Electrodes,531233,BSE
Vishal Fabrics,VISHAL,NSE
Vardhman Textile,VTL,NSE
Aarvi Encon,AARVI,NSE
GP Petroleums,GULFPETRO,NSE
Tata Power Co.,TATAPOWER,NSE
Atal Realtech,ATALREAL,NSE
Go Digit General,GODIGIT,NSE
Acknit Indus.,530043,BSE
Madras Fertilize,MADRASFERT,NSE
Associated Cera.,531168,BSE
Brahmaputra Inf.,535693,BSE
Classic Leasing,540481,BSE
Maitreya Medica.,MAITREYA,NSE
Phoenix Mills,PHOENIXLTD,NSE
Niraj Ispat Ind.,NIRAJISPAT,NSE
Brand Concepts,BCONCEPTS,NSE
Tasty Bite Eat.,TASTYBITE,NSE
Cont. Chemicals,506935,BSE
We Win Ltd,WEWIN,NSE
Sikko Industries,SIKKO,NSE
Aspire & Innovat,ASPIRE,NSE
Anjani Foods,511153,BSE
Jet Freight,JETFREIGHT,NSE
Shiv Aum Steels,SHIVAUM,NSE
Goyal Aluminiums,GOYALALUM,NSE
Plada Infotech S,PLADAINFO,NSE
Jumbo Bag,516078,BSE
Aster DM Health.,ASTERDM,NSE
Tour. Fin. Corp.,TFCILTD,NSE
Jindal Steel,JINDALSTEL,NSE
Gateway Distri,GATEWAY,NSE
Gagan Gases,524624,BSE
Sh.Renuka Sugar,RENUKA,NSE
Odyssey Tech.,530175,BSE
A-1,542012,BSE
Auro Impex,AUROIMPEX,NSE
Kenrik Indust.,544398,BSE
Gokaldas Exports,GOKEX,NSE
Citadel Realty,502445,BSE
Goldkart Jewels,GOLDKART,NSE
Shree Bhavya,521131,BSE
Picturehouse,532355,BSE
Mishra Dhatu Nig,MIDHANI,NSE
Niraj Cement,NIRAJ,NSE
Sunil Industries,521232,BSE
Ranjit Securitie,531572,BSE
Gandhar Oil Ref.,GANDHAR,NSE
Falcon,FALCONTECH,NSE
L.K.Mehta Poly.,544366,BSE
Apollo Ingredie.,503639,BSE
Chola Financial,CHOLAHLDNG,NSE
Avonmore Capital,AVONMORE,NSE
GVK Power Infra.,GVKPIL,NSE
Manaksia Alumi.,MANAKALUCO,NSE
Uniroyal Marine,526113,BSE
H P C L,HINDPETRO,NSE
Kiri Industries,KIRIINDUS,NSE
Blackbuck,BLACKBUCK,NSE
NLC India,NLCINDIA,NSE
MTAR Technologie,MTARTECH,NSE
RIR Power Electr,517035,BSE
Ambuja Cements,AMBUJACEM,NSE
Lancor Holdings,LANCORHOL,NSE
Sakthi Finance,511066,BSE
JK Lakshmi Cem.,JKLAKSHMI,NSE
Rossell India,ROSSELLIND,NSE
Coral India Fin.,CORALFINAC,NSE
Kalyan Capitals,538778,BSE
Globe Enterprises,GLOBE,NSE
TGV Sraac,507753,BSE
Deccan Transcon,DECCANTRAN,NSE
Rishi Techtex,523021,BSE
Ultramarine Pig.,506685,BSE
Mitsu Chem Plast,540078,BSE
SBI Cards,SBICARD,NSE
Senco Gold,SENCO,NSE
Sanathan Textile,SANATHAN,NSE
Century Plyboard,CENTURYPLY,NSE
Vrundavan Planta,544011,BSE
Chennai Ferrous,539011,BSE
Themis Medicare,THEMISMED,NSE
Somi Conv.Belt.,SOMICONVEY,NSE
KHFM Hospitality,KHFM,NSE
Electronics Mart,EMIL,NSE
Cholaman.Inv.&Fn,CHOLAFIN,NSE
Tirupati Starch,524582,BSE
Northern ARC,NORTHARC,NSE
Mawana Sugars,MAWANASUG,NSE
Plastiblends (I),PLASTIBLEN,NSE
Borosil Scienti.,BOROSCI,NSE
Satia Industries,SATIA,NSE
Mafatlal Inds.,500264,BSE
S H Kelkar & Co.,SHK,NSE
Medplus Health,MEDPLUS,NSE
Duropack,526355,BSE
Adhata Global,531286,BSE
JP Power Ven.,JPPOWER,NSE
Fairchem Organic,FAIRCHEMOR,NSE
Suyog Gurbaxani,543391,BSE
Jindal Worldwide,JINDWORLD,NSE
Adani Energy Sol,ADANIENSOL,NSE
AB Cotspin,ABCOTS,NSE
Cranex,522001,BSE
Super Bakers (I),530735,BSE
Caspian Corporat,534732,BSE
Unick Fix-A-Form,541503,BSE
Aether Industri.,AETHER,NSE
NSB BPO,544571,BSE
Real Touch Fin,538611,BSE
Balrampur Chini,BALRAMCHIN,NSE
Kitex Garments,KITEX,NSE
Beryl Drugs,524606,BSE
Rushil Decor,RUSHIL,NSE
Stanley Lifesty.,STANLEY,NSE
Rallis India,RALLIS,NSE
Graphite India,GRAPHITE,NSE
Alfa Ica (I),530973,BSE
Godavari Drugs,530317,BSE
Bal Pharma,BALPHARMA,NSE
Eighty Jewellers,543518,BSE
AAVAS Financiers,AAVAS,NSE
Cil Securities,530829,BSE
Polyspin Exports,539354,BSE
Lykis,530689,BSE
Premco Global,530331,BSE
Globe Commercial,540266,BSE
United Nilgiri,UNITEDTEA,NSE
Trident Texofab,540726,BSE
Fiberweb (India),FIBERWEB,NSE
National Fitting,531289,BSE
Bhudevi Infra,526488,BSE
Polychem,506605,BSE
Transpek Inds.,506687,BSE
Cheviot Company,CHEVIOT,NSE
Dynemic Products,DYNPRO,NSE
Spacenet Enterpr,SPCENET,NSE
Smart Finsec,539494,BSE
Arvee Laborat.,ARVEE,NSE
IVP,IVP,NSE
Liberty Shoes,LIBERTSHOE,NSE
Dr Agarwal's Hea,AGARWALEYE,NSE
Ujaas Energy,UEL,NSE
Sadbhav Engg.,SADBHAV,NSE
Ace Soft. Exp.,531525,BSE
Hindcon Chemical,HINDCON,NSE
Ambey Laborator.,AMBEY,NSE
Garnet Construct,526727,BSE
REC Ltd,RECLTD,NSE
Rungta Irrigatn.,530449,BSE
NTPC,NTPC,NSE
Neelam Linens,NEELAM,NSE
Indo Rama Synth.,INDORAMA,NSE
PTC India Fin,PFS,NSE
Ishita Drugs,524400,BSE
Comfort Fincap,535267,BSE
Lyka Labs,LYKALABS,NSE
Mukand,MUKANDLTD,NSE
Sangani Hospital,SANGANI,NSE
R K Swamy,RKSWAMY,NSE
United Cotfab,544195,BSE
Rathi Steel,504903,BSE
Euro India Fresh,EIFFL,NSE
DAPS Advertising,543651,BSE
M.V.K. Agro,MVKAGRO,NSE
Gujarat Fluoroch,FLUOROCHEM,NSE
Asi Industries,502015,BSE
Shreeoswal Seeds,OSWALSEEDS,NSE
Shish Industries,540693,BSE
Mangalam Cement,MANGLMCEM,NSE
Pritika Auto,PRITIKAUTO,NSE
Mahickra Chem.,MAHICKRA,NSE
Sangal Papers,516096,BSE
Ansal Buildwell,523007,BSE
Hikal,HIKAL,NSE
Lagnam Spintex,LAGNAM,NSE
Savita Oil Tech,SOTL,NSE
Steel Exchange,STEELXIND,NSE
Aruna Hotels,500016,BSE
Amarjothi Spg.,521097,BSE
Transwind Infra.,TRANSWIND,NSE
CP Capital,CPCAP,NSE
Visaman Global,VISAMAN,NSE
Bajaj Holdings,BAJAJHLDNG,NSE
Quess Corp,QUESS,NSE
Fedbank Financi.,FEDFINA,NSE
Royal Cush. Vin.,526193,BSE
Welspun Special.,500365,BSE
Technvision Ven.,501421,BSE
S C I,SCI,NSE
Anmol India,ANMOL,NSE
DSJ Keep Learn,KEEPLEARN,NSE
HDB FINANC SER,HDBFS,NSE
Dhanlaxmi Cotex,512485,BSE
Aeonx Digital,524594,BSE
Cosmo First,COSMOFIRST,NSE
Jindal Hotels,507981,BSE
Kopran,KOPRAN,NSE
Softsol India,532344,BSE
Incredible Indus,INCREDIBLE,NSE
Mahindra Holiday,MHRIL,NSE
Power Fin.Corpn.,PFC,NSE
Shriram Properti,SHRIRAMPPS,NSE
Hester Bios,HESTERBIO,NSE
Abans Financial,AFSL,NSE
Gorani Industrie,531608,BSE
Epack Durable,EPACK,NSE
Reliance Industr,RELIANCE,NSE
Neo Infracon,514332,BSE
Crest Ventures,CREST,NSE
Wallfort Fin.,532053,BSE
Pattech Fitwell,PATTECH,NSE
Bharat Bijlee,BBL,NSE
Vama Industries,512175,BSE
Rane Holdings,RANEHOLDIN,NSE
Sundaram Finance,SUNDARMFIN,NSE
Race Eco,RACE,NSE
Newmalayalam St.,NMSTEEL,NSE
ITC Hotels,ITCHOTELS,NSE
H U D C O,HUDCO,NSE
Inv.& Prec.Cast.,504786,BSE
FSN E-Commerce,NYKAA,NSE
Umiya Buildcon,UMIYA-MRO,NSE
Sagility,SAGILITY,NSE
Tata Capital,TATACAP,NSE
WEP Solutions,532373,BSE
G N F C,GNFC,NSE
Nilkamal Ltd,NILKAMAL,NSE
Shahlon Silk,542862,BSE
Betex India,512477,BSE
Advance Petroch.,506947,BSE
New Light Industries,540243,BSE
Harish Textile,542682,BSE
Nelcast,NELCAST,NSE
ABM Knowledge,531161,BSE
CreditAcc. Gram.,CREDITACC,NSE
Universus Photo,UNIVPHOTO,NSE
Bajaj Housing,BAJAJHFL,NSE
Tirupati Foam,540904,BSE
Jubilant Pharmo,JUBLPHARMA,NSE
Tamboli Industri,533170,BSE
Shradha Infrapr.,SHRADHA,NSE
Ravindra Energy,RELTD,NSE
CWD,543378,BSE
Vertis Infra.,VERTIS,NSE
Maks Energy,MAKS,NSE
Dalmia Bharat,DALMIASUG,NSE
Trident,TRIDENT,NSE
Aarcon Facilitie,532024,BSE
Glance Finance,531199,BSE
Oasis Securities,512489,BSE
PNB Housing,PNBHOUSING,NSE
Tyroon Tea Co.,526945,BSE
Adani Enterp.,ADANIENT,NSE
Oriental Hotels,ORIENTHOT,NSE
S Chand & Compan,SCHAND,NSE
Broach Lifecare,544231,BSE
Kanchi Karpooram,538896,BSE
The Invest.Trust,THEINVEST,NSE
Universal Starch,524408,BSE
Natl. Plastic,526616,BSE
Sukhjit Starch,SUKHJITS,NSE
Samhi Hotels,SAMHI,NSE
Mansi Fin.(Chen),511758,BSE
Grameva,539120,BSE
Jyoti,504076,BSE
K&R Rail Engine.,514360,BSE
Dharani Finance,511451,BSE
PG Foils,526747,BSE
Zenotech Lab.,532039,BSE
BFL Asset Finves,539662,BSE
JM Financial,JMFINANCIL,NSE
AVSL Industries,AVSL,NSE
Yamuna Syndicate,540980,BSE
DEE Development,DEEDEV,NSE
Pavna Industries,PAVNAIND,NSE
Konndor Indust.,532397,BSE
Hisar Met.Inds.,HISARMETAL,NSE
KIFS Financial,535566,BSE
Indian Renewable,IREDA,NSE
Can Fin Homes,CANFINHOME,NSE
Khadim India,KHADIM,NSE
Him Teknoforg.,505712,BSE
Confidence Petro,CONFIPET,NSE
Aditya Birla Cap,ABCAPITAL,NSE
Keystone Realtor,RUSTOMJEE,NSE
Rexnord Electr.,531888,BSE
Raja Bahadur Int,503127,BSE
Indus Inf. Trust,INDUSINVIT,NSE
Shiva Texyarn,SHIVATEX,NSE
Virat Crane Inds,519457,BSE
Mac Hotels,541973,BSE
NTC Industries,526723,BSE
Sulabh Engineers,508969,BSE
Sar Televenture,SARTELE,NSE
Nandan Denim,NDL,NSE
Texel Industries,526638,BSE
Keynote Finan.,KEYFINSERV,NSE
Raghuvansh Agro.,538921,BSE
TTK Healthcare,TTKHLTCARE,NSE
Coastal Roadways,520131,BSE
Containe Tech.,543606,BSE
Sabrimala Indus.,540132,BSE
Anand Rayons,542721,BSE
Konstelec Engg.,KONSTELEC,NSE
IRB InvIT Fund,IRBINVIT,NSE
Arnold Holdings,537069,BSE
Zee Entertainmen,ZEEL,NSE
Choksi Laborator,526546,BSE
Veer Global Inf.,543241,BSE
Avadh Sugar,AVADHSUGAR,NSE
Brilliant Port.,539434,BSE
Asahi Songwon,ASAHISONG,NSE
Paragon Fine,PARAGON,NSE
Tata Consumer,TATACONSUM,NSE
Viceroy Hotels,VHLTD,NSE
Laurus Labs,LAURUSLABS,NSE
Objectone Inform,535657,BSE
Ambalal Sarabhai,500009,BSE
Shree Pacetronix,527005,BSE
Transchem,500422,BSE
Triton Corp.,523387,BSE
Mish Designs,544015,BSE
Lambodhara Text.,LAMBODHARA,NSE
SpiceJet,SPICEJET,NSE
Billwin Indust.,543209,BSE
Tirupati Sarjan,531814,BSE
Camex,524440,BSE
Divyadhan Recy.,DIVYADHAN,NSE
Containerway Int,540597,BSE
Bhandari Hosiery,BHANDARI,NSE
Himatsing. Seide,HIMATSEIDE,NSE
Vivo Bio Tech,511509,BSE
Tuni Text. Mills,531411,BSE
Std. Capital Mkt,511700,BSE
Omax Autos,OMAXAUTO,NSE
B & A,508136,BSE
Dynamatic Tech.,DYNAMATECH,NSE
Indus Finance,531841,BSE
Hira Automobile,531743,BSE
Barak Valley,BVCL,NSE
Megastar Foods,MEGASTAR,NSE
Mercury Labs,538964,BSE
Baazar Style,STYLEBAAZA,NSE
Centrum Capital,CENTRUM,NSE
LIC Housing Fin.,LICHSGFIN,NSE
Crayons Advertis,CRAYONS,NSE
Texmo Pipes,TEXMOPIPES,NSE
SPML Infra,SPMLINFRA,NSE
Pil Italica Life,PILITA,NSE
Modern Insulator,515008,BSE
Zodiac Vent.,503641,BSE
IOL Chemicals,IOLCP,NSE
Bhartiya Intl.,BIL,NSE
Aspinwall & Co,ASPINWALL,NSE
Chandra Pr. Intl,530309,BSE
Orient Cement,ORIENTCEM,NSE
Tata Steel,TATASTEEL,NSE
Pioneer Invest,507864,BSE
Neogen Chemicals,NEOGEN,NSE
IIFL Finance,IIFL,NSE
Sumedha Fiscal,530419,BSE
Auto Pins (I),531994,BSE
Super Tannery,523842,BSE
Finolex Inds.,FINPIPE,NSE
Yaan Enterprises,538521,BSE
Almondz Global,ALMONDZ,NSE
M & M Fin. Serv.,M&MFIN,NSE
Triumph Intl.,532131,BSE
Angel Fibers,541006,BSE
Triton Valves,505978,BSE
Synoptics Techno,SYNOPTICS,NSE
Competent Auto,531041,BSE
Sigma Advanced System,SIGMAADV,NSE
Sh. Digvijay Cem,SHREDIGCEM,NSE
Jaipan Industrie,505840,BSE
Ganon Products,512443,BSE
GIC Housing Fin,GICHSGFIN,NSE
Canara HSBC,CANHLIFE,NSE
Sh. Krishna Pap.,500388,BSE
L&T Finance Ltd,LTF,NSE
MIC Electronics,MICEL,NSE
Entero Healthcar,ENTERO,NSE
G-Tech Info.,532139,BSE
PSP Projects,PSPPROJECT,NSE
Adani Green,ADANIGREEN,NSE
RattanIndia Pow.,RTNPOWER,NSE
Apollo Sindoori,APOLSINHOT,NSE
Vedavaag Systems,533056,BSE
Bannari Amm.Sug.,BANARISUG,NSE
Indo Thai Sec.,INDOTHAI,NSE
Coromandel Engg.,533167,BSE
Moneyboxx Fin.,MONEYBOXX,NSE
Exide Inds.,EXIDEIND,NSE
Triven.Engg.Ind.,TRIVENI,NSE
AvenuesAI,CCAVENUE,NSE
F A C T,FACT,NSE
Market Creators,526891,BSE
Pradhin,530095,BSE
Vipul Organics,530627,BSE
JK Paper,JKPAPER,NSE
Ambo Agritec,543678,BSE
Aik Pipes & Poly,544072,BSE
RRIL,531307,BSE
Graphisads,GRAPHISAD,NSE
Poddar Pigments,PODDARMENT,NSE
SEAMEC Ltd,SEAMECLTD,NSE
Maris Spinners,531503,BSE
Mitcon Consult.,MITCON,NSE
Universal Cables,UNIVCABLES,NSE
Priti Internati.,PRITI,NSE
Alpine Housing,526519,BSE
Health.Global,HCG,NSE
Laxmi Organic,LXCHEM,NSE
Inflame Applian.,541083,BSE
3B Films,544412,BSE
Sakar Healthcare,SAKAR,NSE
Supra Pacific,540168,BSE
Ujjivan Small,UJJIVANSFB,NSE
W I Plywoods,WIPL,NSE
Indian Phosphate,IPHL,NSE
Innomet Advanced,INNOMET,NSE
V-Mart Retail,VMART,NSE
Madhav Copper,MCL,NSE
Aarti Surfactant,AARTISURF,NSE
Kamadgiri Fash.,514322,BSE
Photoquip India,526588,BSE
A.K.Capital Serv,530499,BSE
Viyash Scientific,VIYASH,NSE
City Crops Agro,544000,BSE
Kavveri Defence,KAVDEFENCE,NSE
India Home Loans,530979,BSE
Advik Capital,539773,BSE
ACME Solar Hold.,ACMESOLAR,NSE
GeeCee Vent.,GEECEE,NSE
Gokul Refoils,GOKUL,NSE
AU Small Finance,AUBANK,NSE
Religare Enterp.,RELIGARE,NSE
Star Cement,STARCEMENT,NSE
Safa Systems,543461,BSE
AYM Syntex,AYMSYNTEX,NSE
Krypton Industri,523550,BSE
Kirl. Electric,KECL,NSE
Bafna Pharma.,BAFNAPH,NSE
Bhavik Enterpris,544551,BSE
Saraswati Commer,512020,BSE
Marg Techno-Proj,540254,BSE
Sita Enterprises,512589,BSE
Adcon Capital,539506,BSE
Nimbus Projects,511714,BSE
NGL Fine Chem,NGLFINE,NSE
Prime Capital Ma,535514,BSE
Bhagyanagar Ind,BHAGYANGR,NSE
Batliboi,522004,BSE
Adeshwar Meditex,543309,BSE
Sahaj Fashions,SAHAJ,NSE
S I Cap. & Fin.,530907,BSE
Neelamalai Agro,508670,BSE
Kenvi Jewels,540953,BSE
IRM Energy,IRMENERGY,NSE
Sellwin Traders,538875,BSE
Vamshi Rubber,530369,BSE
Panabyte Tech,538742,BSE
IKIO Tech,IKIO,NSE
Maruti Infra.,531540,BSE
Vishvprabha Ven.,512064,BSE
HB Estate Devel.,532334,BSE
Crystal Business,540821,BSE
Ladderup Finance,530577,BSE
Accuracy Shippi.,ACCURACY,NSE
Rossell Techsys,ROSSTECH,NSE
Kotak Mah. Bank,KOTAKBANK,NSE
Altius Telecom,543225,BSE
Zim Laboratories,ZIMLAB,NSE
Walchand People,501370,BSE
Kanoria Energy,539620,BSE
Regency Fincorp,540175,BSE
Jana Small Finan,JSFB,NSE
Clinitech Lab,544220,BSE
Danube Industrie,540361,BSE
Vibhor Steel,VSTL,NSE
Hubtown,HUBTOWN,NSE
Max Financial,MFSL,NSE
Yash Chemex,539939,BSE
Crimson Metal,526977,BSE
JSW Steel,JSWSTEEL,NSE
Rajnandini Metal,RAJMET,NSE
Benchmark Comp.,544052,BSE
B.L.Kashyap,BLKASHYAP,NSE
IFCI,IFCI,NSE
E2E Networks,E2E,NSE
Presstonic Engi.,PRESSTONIC,NSE
Kabsons Industri,524675,BSE
Flexituff Vent.,FLEXITUFF,NSE
Orchid Pharma,ORCHPHARMA,NSE
Bhageria Indust.,BHAGERIA,NSE
Deep Polymers,541778,BSE
Retina Paints,543902,BSE
Bombay Cycle,501430,BSE
Inter State Oil,530259,BSE
Austin Engg Co,522005,BSE
Emmbi Industries,EMMBI,NSE
Mangalam Drugs,MANGALAM,NSE
A G Universal,AGUL,NSE
Haryana Leather,524080,BSE
Marvel Decor,MDL,NSE
Last Mile Enter.,526961,BSE
Covance Softsol,544361,BSE
Gayatri Projects,GAYAPROJ,NSE
Landmark Cars,LANDMARK,NSE
Smruthi Organic,540686,BSE
IZMO,IZMO,NSE
Vardhman Hold.,VHL,NSE
Shubhlaxmi Jewel,SHUBHLAXMI,NSE
Teesta Agro Ind.,524204,BSE
Speciality Rest.,SPECIALITY,NSE
Bloom Industries,513422,BSE
Shoppers Stop,SHOPERSTOP,NSE
Nitiraj Engineer,NITIRAJ,NSE
Hind.Tin Works,530315,BSE
Prime Focus,PFOCUS,NSE
Auri Grow India,AURIGROW,NSE
Diligent Media,DNAMEDIA,NSE
DCW,DCW,NSE
Accel,517494,BSE
XPRO India,XPROINDIA,NSE
Amanaya Ventures,543804,BSE
Hilton Met.Forg.,HILTON,NSE
Southern Infocon,540174,BSE
Tracxn Technolo.,TRACXN,NSE
Ramdevbaba Sol.,RBS,NSE
Oriental Aromat.,OAL,NSE
Axel Polymers,513642,BSE
Jay Bharat Maru.,JAYBARMARU,NSE
ICICI Bank,ICICIBANK,NSE
Mohite Industrie,532140,BSE
On Door Concepts,ONDOOR,NSE
BPL,BPL,NSE
Pasupati Spinng.,503092,BSE
Godrej Industrie,GODREJIND,NSE
Wonderla Holiday,WONDERLA,NSE
IRB Infra.Devl.,IRB,NSE
Shilpa Medicare,SHILPAMED,NSE
Leading Lea. Fin,540360,BSE
Bandhan Bank,BANDHANBNK,NSE
Mysore Petro,506734,BSE
Rama Phosphates,RAMAPHO,NSE
Le Merite Export,LEMERITE,NSE
Airo Lam,AIROLAM,NSE
Star Paper Mills,STARPAPER,NSE
Banaras Beads,BANARBEADS,NSE
Informed Techn.,504810,BSE
Vascon Engineers,VASCONEQ,NSE
Sundaram Brake,SUNDRMBRAK,NSE
Uflex,UFLEX,NSE
PTC Industries,PTCIL,NSE
Suryalata Spg.,514138,BSE
Indo Farm Equip.,INDOFARM,NSE
Igarashi Motors,IGARASHI,NSE
BSL,BSL,NSE
Piramal Finance.,PIRAMALFIN,NSE
Goblin India,542850,BSE
Bhatia Colour,543497,BSE
Rite Zone,RITEZONE,NSE
Cons. Finvest,CONSOFINVT,NSE
Annvrridhhi Ven,538539,BSE
Aarnav Fashions,539562,BSE
United Drilling,UNIDT,NSE
Econo Trade Indi,538708,BSE
MMTC,MMTC,NSE
Sona Machinery,SONAMAC,NSE
Saumya Cons,539218,BSE
Solid Stone Co,513699,BSE
Rana Sugars,RANASUG,NSE
DCB Bank,DCBBANK,NSE
BCPL Railway,542057,BSE
Bandaram Pharma,524602,BSE
Prestige Estates,PRESTIGE,NSE
UPL,UPL,NSE
Pruden. Sugar,PRUDMOULI,NSE
Omega Interactiv,511644,BSE
Delta Corp,DELTACORP,NSE
Amco India,530133,BSE
Galada Finance,538881,BSE
Vindhya Telelink,VINDHYATEL,NSE
Remi Edelstahl,513043,BSE
Shah Metacorp,SHAH,NSE
R R Fin. Cons.,511626,BSE
Grovy India,539522,BSE
Indo Cotspin,538838,BSE
Gabriel Pet,544108,BSE
Incap,517370,BSE
Cartrade Tech,CARTRADE,NSE
Mafia Trends,543613,BSE
Avro India,AVROIND,NSE
Sandesh,SANDESH,NSE
Indl.& Prud.Inv.,501298,BSE
Natl.Fertilizer,NFL,NSE
Sanmit Infra,532435,BSE
Jetking Infotrai,517063,BSE
Sagardeep Alloys,SAGARDEEP,NSE
Aelea Commoditi.,544213,BSE
Tilak Ventures,503663,BSE
HFCL,HFCL,NSE
Generic Engineer,GENCON,NSE
XT Global Infot.,XTGLOBAL,NSE
Daulat Securitie,530171,BSE
IBL Finance,IBLFL,NSE
Beekay Steel Ind,539018,BSE
HDFC Bank,HDFCBANK,NSE
IndiGrid Trust,INDIGRID,NSE
Grasim Inds,GRASIM,NSE
Rico Auto Inds,RICOAUTO,NSE
Royale Manor,526640,BSE
Ambica Agarbat.,AMBICAAGAR,NSE
R C F,RCF,NSE
T N Merc. Bank,TMB,NSE
Ambassador Intra,542524,BSE
Mangalam Organic,MANORG,NSE
Fervent Synerg.,533896,BSE
Smiths & Founder,513418,BSE
Rodium Realty,531822,BSE
Ranjeet Mechatr.,541945,BSE
Niva Bupa Health,NIVABUPA,NSE
Baba Arts,532380,BSE
Imagica. Enter.,IMAGICAA,NSE
ARC Finance,540135,BSE
Honasa Consumer,HONASA,NSE
Sh. Ajit Pulp,538795,BSE
Capital Trade Lk,538476,BSE
Orient Tradelink,531512,BSE
NHPC Ltd,NHPC,NSE
Salona Cotspin,SALONA,NSE
Sasken Technol.,SASKEN,NSE
Greenlam Industr,GREENLAM,NSE
Vinayak Polycon,534639,BSE
Sangam Finserv,538714,BSE
SwarnsaritaJewel,526365,BSE
Banswara Syntex,BANSWRAS,NSE
Renaiss. Global,RGL,NSE
UFO Moviez,UFO,NSE
Karur Vysya Bank,KARURVYSYA,NSE
Indokem,504092,BSE
Garment Mantra,539216,BSE
Mega Flex Plast.,MEGAFLEX,NSE
Pentagon Rubber,PENTAGON,NSE
Fedders Holding,511628,BSE
Starteck Fin.,STARTECK,NSE
Yasons Chemex,YCCL,NSE
I O C L,IOC,NSE
Anupam Rasayan,ANURAS,NSE
Apollo Pipes,APOLLOPIPE,NSE
Vijay Solvex,531069,BSE
Phosphate Co,542123,BSE
Guj. Craft Inds,526965,BSE
Sreeleathers,SREEL,NSE
PTL Enterprises,PTL,NSE
Suryaamba Spinni,533101,BSE
Eldeco Housing,ELDEHSG,NSE
Suryoday Small,SURYODAY,NSE
IFL Enterprises,540377,BSE
Duroply Indust.,516003,BSE
Yasho Industries,YASHO,NSE
Calcom Vision,517236,BSE
Samkrg Pistons,520075,BSE
East Buildtech,507917,BSE
Agribio Spirits,539546,BSE
Utkarsh Small F.,UTKARSHBNK,NSE
Polyplex Corpn,POLYPLEX,NSE
Stratmont Indus.,530495,BSE
Salguti Industri,526554,BSE
Uniroyal Ind,521226,BSE
Mahamaya Steel,MAHASTEEL,NSE
Rachana Infra.,RILINFRA,NSE
Shri Krishna,531080,BSE
Sahyadri Industr,SAHYADRI,NSE
Kabra Extrusion,KABRAEXTRU,NSE
Ambani Orgochem,AMBANIORGO,NSE
Rapid Invest.,501351,BSE
Just Dial,JUSTDIAL,NSE
