Name,Symbol,Exchange
Alok Industries,ALOKINDS,NSE
Colorchips New,540023,BSE
Bluechip Tex Ind,506981,BSE
TARC Ltd,TARC,NSE
Vikram Aroma,544371,BSE
Globesecure Tech,GSTL,NSE
Patspin India,514326,BSE
Alkali Metals,ALKALI,NSE
Dhoot Indl.Fin,526971,BSE
Lippi Systems,526604,BSE
Universal Office,523519,BSE
Inducto Steel,532001,BSE
Music Broadcast,RADIOCITY,NSE
Oriental Trimex,ORIENTALTL,NSE
Tijaria Polypipe,TIJARIA,NSE
Filmcity Media,531486,BSE
Global Offshore,501848,BSE
CDG Petchem,534796,BSE
Chennai Meena,523489,BSE
Indian Terrain,INDTERRAIN,NSE
JHS Sven.Lab.,JHS,NSE
Hind.Organ.Chem.,500449,BSE
Panther Indl. Pr,524055,BSE
Ishwarshakti Hol,506161,BSE
Arunis Abode,526935,BSE
Nectar Lifesci.,NECLIFE,NSE
Ramco Systems,RAMCOSYS,NSE
MSR India,508922,BSE
Visa Steel,VISASTEEL,NSE
India Cements,INDIACEM,NSE
Kandagiri Spinng,521242,BSE
Cistro Telelink,531775,BSE
Photon Capital,509084,BSE
Rasandik Engg.,522207,BSE
Sanmitra Commerc,512062,BSE
Innokaiz India,543905,BSE
Krishna Vent.,504392,BSE
Elango Industrie,513452,BSE
Shyam Century,SHYAMCENT,NSE
Cian Healthcare,542678,BSE
Indian Acrylics,514165,BSE
Ahasolar Technol,543941,BSE
Vallabh Steels,513397,BSE
Swan Defence,SWANDEF,NSE
K-Lifestyle,514221,BSE
Boston Bio,531458,BSE
ACI Infocom,517356,BSE
Exicom Tele-Sys.,EXICOM,NSE
Tusaldah,531301,BSE
PBM Polytex,514087,BSE
GKB Ophthalmics,533212,BSE
Akshar Spintex,AKSHAR,NSE
Ashoka Refinerie,526983,BSE
Lynx Machinery,505320,BSE
Rapicut Carbides,500360,BSE
Cemantic Infra,538596,BSE
Flex Foods,523672,BSE
A B M Internatl.,ABMINTLLTD,NSE
Hi-Klass Trading,542332,BSE
Eastern Treads,531346,BSE
Shreyas Interm.,526335,BSE
Tasty Dairy,540955,BSE
Subex,SUBEXLTD,NSE
Yash Mgmt & Sat.,511601,BSE
Salem Erode Inv.,540181,BSE
Bhagawati Oxygen,509449,BSE
Suryavanshi Spg.,514140,BSE
Pro CLB,540703,BSE
M T N L,MTNL,NSE
Oscar Global,530173,BSE
Andrew Yule & Co,ANDREWYU,NSE
CLC Industries,CLCIND,NSE
Chambal Brewer,512301,BSE
HB Leasing &Fin.,508956,BSE
Ganesh Holdings,504397,BSE
Jattashankar Ind,514318,BSE
Bohra Industries,BOHRAIND,NSE
Quadrant Future,QUADFUTURE,NSE
JK Agri Genetics,536493,BSE
ACE EduTremd Ltd,530093,BSE
Sampre Nutrition,530617,BSE
Bombay Wire,504648,BSE
Golech.Glob.Fin.,531360,BSE
Globus Power,526025,BSE
Aditya Ispat,513513,BSE
Puretrop Fruits,530077,BSE
Alchemist Corp.,531409,BSE
Baron Infotech,532336,BSE
Jetmall Spices,543286,BSE
Yash Innoventure,523650,BSE
Banka Bioloo,BANKA,NSE
Sayaji Industr,540728,BSE
Skyline Ventures,538919,BSE
Mefcom Capital,531176,BSE
Shamrock Indl.,531240,BSE
NACL Industries,NACLIND,NSE
Standard Inds.,SIL,NSE
Kabra Drugs,524322,BSE
Sparc Electrex,531370,BSE
Ekam Leasing,530581,BSE
Dhanlaxmi Fabric,521151,BSE
The Ravalgaon,507300,BSE
Bodhtree Consul.,539122,BSE
Vivimed Labs.,VIVIMEDLAB,NSE
Nakoda Group,NGIL,NSE
Advance Meter.,534612,BSE
Organic Coatings,531157,BSE
Zodiac Cloth. Co,ZODIACLOTH,NSE
Orchasp Ltd,ORCHASP,NSE
Walchan. Inds.,WALCHANNAG,NSE
Oil Country,OILCOUNTUB,NSE
Shentracon Chem.,530757,BSE
Landmark Prop.,LPDC,NSE
Vista Pharma.,524711,BSE
Noida Tollbridg.,NOIDATOLL,NSE
Inspire Films,INSPIRE,NSE
Steelman Telecom,543622,BSE
Meesho,MEESHO,NSE
India Homes,513361,BSE
Wardwizard Foods,539132,BSE
Rajasthan Cylind,538707,BSE
Aplab,517096,BSE
Kerala Ayurveda,530163,BSE
Ashiana Ispat,513401,BSE
Anjani Portland,APCL,NSE
HB Stockholdings,HBSL,NSE
Innovassynth Technologies,533315,BSE
Bharat Immunolog,524663,BSE
Steelco Gujarat,500399,BSE
Shemaroo Entert.,SHEMAROO,NSE
Next Mediaworks,NEXTMEDIA,NSE
KIOCL,KIOCL,NSE
Praxis Home,PRAXIS,NSE
Indergiri Fin.,531505,BSE
Trinity League,531846,BSE
Lloyds Luxuries,LLOYDS,NSE
Ideaforge Tech,IDEAFORGE,NSE
Spencer's Retail,SPENCERS,NSE
MPS Pharmaa,531686,BSE
Paul Merchants,539113,BSE
Olympic Cards,534190,BSE
Accord Synergy,ACCORD,NSE
Gem Spinners,521133,BSE
Brooks Lab.,BROOKS,NSE
Innocorp,531929,BSE
BNR Udyog,530809,BSE
Jagsonpal Services,530601,BSE
Northlink Fiscal,539110,BSE
Norris Medicines,524414,BSE
One 97,PAYTM,NSE
Aanchal Ispat,538812,BSE
Indo-City Info.,532100,BSE
Tapi Fruit,TAPIFRUIT,NSE
Ace Integrated,ACEINTEG,NSE
Neueon Corporation,NEUEON,NSE
Amagi Media Labs,AMAGI,NSE
Andhra Cements,ACL,NSE
Drone Destinatio,DRONE,NSE
Omkar Spl.Chem.,OMKARCHEM,NSE
M M Rubber,509196,BSE
Vivo Collaborat.,VIVO,NSE
Bijoy Hans,524723,BSE
Waterbase,WATERBASE,NSE
Tradewell Hold,531203,BSE
Cura Tech.,CURAA,NSE
Yuranus Infrast.,536846,BSE
Kshitij Polyline,KSHITIJPOL,NSE
Revati Media,524504,BSE
Rollatainers,ROLLT,NSE
Future Enterp.,FEL,NSE
Spel Semiconduct,517166,BSE
Sturdy Industrie,530611,BSE
Kalpa Commer.,539014,BSE
Orosil Smiths,531626,BSE
Digikore Studios,DIGIKORE,NSE
Delta Manufact.,DELTAMAGNT,NSE
Kairosoft AI,506122,BSE
Loyal Textile,LOYALTEX,NSE
Compuage Info.,COMPINFO,NSE
Thrive Future Habitats,523120,BSE
Vanta Bioscience,540729,BSE
I Power Solution,512405,BSE
Golden Legand Ls,509024,BSE
Arcee Industries,520121,BSE
Shashijit Infra.,540147,BSE
Aimco Pesticides,524288,BSE
Parmax Pharma,540359,BSE
ISL Consulting,511609,BSE
Kothari Indl,509732,BSE
SEL Mfg. Co,SELMC,NSE
Raj Television,RAJTV,NSE
MPIL Corporation,500450,BSE
Shalimar Paints,SHALPAINTS,NSE
Gallops Enterp.,531902,BSE
Astec Lifescienc,ASTEC,NSE
Sparkle GoldRock,530037,BSE
Xelpmoc Design,XELPMOC,NSE
Veranda Learning,VERANDA,NSE
NMDC Steel,NSLNISP,NSE
Restile Ceramics,515085,BSE
Benara Bearings,541178,BSE
Ind-Agiv Commer.,517077,BSE
Purple Finance,544191,BSE
Celebrity Fash.,CELEBRITY,NSE
Supra Trends,511539,BSE
Prashant India,519014,BSE
Ortel Commu.,ORTEL,NSE
Aksh Optifibre,AKSHOPTFBR,NSE
Winsome Yarns,WINSOME,NSE
Purohit Const.,538993,BSE
Piccadily Sugar,507498,BSE
Global Longlife,543520,BSE
Bloom Dekor,526225,BSE
T. Spiritual,532444,BSE
GCM Securit.,535431,BSE
Alan Scott Ente.,539115,BSE
VK Global,530177,BSE
Ramasigns Indus.,515127,BSE
Visagar Polytex,VIVIDHA,NSE
Fourth Gen.,532403,BSE
Khandwala Sec.,KHANDSE,NSE
One Mobikwik,MOBIKWIK,NSE
TCI Industries,532262,BSE
Rap Corp,531583,BSE
Clenon Enterpri,517564,BSE
GTT Data,530457,BSE
Cerebra Integr.,CEREBRAINT,NSE
Cybele Industrie,531472,BSE
Manugraph India,MANUGRAPH,NSE
Srestha Finvest,539217,BSE
K G Denim,500239,BSE
Relic Tech.,511712,BSE
Pearl Polymers,PEARLPOLY,NSE
Gogia Capital,531600,BSE
Cupid Breweries,512361,BSE
Naturite Agro,538926,BSE
Galada Power,504697,BSE
Tierra Agrotech,543531,BSE
Umiya Tubes,539798,BSE
Phaarmasia,523620,BSE
Asian Petroprod.,524434,BSE
Cadsys (India),CADSYS,NSE
Zota Health Care,ZOTA,NSE
Aerpace Indus,534733,BSE
Libord Securitie,531027,BSE
Adarsh Plant,526711,BSE
Pharmaids Pharma,524572,BSE
SecureKloud Tech,SECURKLOUD,NSE
Som Datt Finance,511571,BSE
Blue Chip India,BLUECHIP,NSE
Eurotex Industri,EUROTEXIND,NSE
IL&FS Transport,IL&FSTRANS,NSE
Kuberan Global,543289,BSE
Daikaffil Chem,530825,BSE
NRB Indl Bearing,NIBL,NSE
Cambridge Tech.,CTE,NSE
Fynx Capital,507962,BSE
Jointeca Educati,534659,BSE
Maestros Medi.,501209,BSE
Cinevista,CINEVISTA,NSE
Avasara Finance,511730,BSE
Astron Paper,ASTRON,NSE
Dec.Gold Mines,512068,BSE
Wherrelz IT,543436,BSE
Suncity Synth.,530795,BSE
Natl. Oxygen,507813,BSE
Omnipotent,543400,BSE
Shivamshree Busi,538520,BSE
Kati patang Life,531126,BSE
Ashika Credit,543766,BSE
Yunik Managing,533149,BSE
Banas Finance,509053,BSE
Vadivarhe Speci.,VSCL,NSE
V R Films & Stud,542654,BSE
Shriram AMC,531359,BSE
Max India Ltd,MAXIND,NSE
Keerthi Indus,518011,BSE
Grill Splendour,BIRDYS,NSE
Fraser & Company,539032,BSE
Hipolin,530853,BSE
Alliance Integ.,534064,BSE
Solve Plastic,BALCO,NSE
Oxygenta Pharma,524636,BSE
BGR Energy Sys.,BGRENERGY,NSE
Ortin Global,ORTINGLOBE,NSE
Shanti Overseas,SHANTI,NSE
Shah Alloys,SHAHALLOYS,NSE
Morarjee Text.,MORARJEE,NSE
Kesar Enterprise,507180,BSE
Droneacharya Aer,543713,BSE
Sh. Ganesh Elas.,530797,BSE
LCC Infotech,LCCINFOTEC,NSE
Tips Films,TIPSFILMS,NSE
Onelife Capital,ONELIFECAP,NSE
Mudunuru,538743,BSE
Zee Media,ZEEMEDIA,NSE
Madhucon Project,MADHUCON,NSE
Vineet Laborator,VINEETLAB,NSE
Vikalp Securitie,531334,BSE
Ola Electric,OLAELEC,NSE
Capricorn System,512169,BSE
Hindoo. Mills,509895,BSE
Quintegra Soln.,QUINTEGRA,NSE
Ahimsa Industrie,AHIMSA,NSE
Swiggy,SWIGGY,NSE
Arigato Universe,530267,BSE
Duke Offshore,531471,BSE
Panyam Cement,500322,BSE
Krebs Biochem,KREBSBIO,NSE
Sh. Rajas. Synt.,503837,BSE
Jindal Leasefin,539947,BSE
Charms Industrie,531327,BSE
Pan Electronics,517397,BSE
Shahi Shipping,526508,BSE
Grandma Trading,504369,BSE
Inditrade Cap.,532745,BSE
SVP Global,SVPGLOB,NSE
Suvidhaa Info.,SUVIDHAA,NSE
Tomorrow Tech.,512018,BSE
SRM Energy Ltd,523222,BSE
Finelistings Tec,544173,BSE
Fone4 Communica.,543521,BSE
Oswal Overseas,531065,BSE
Hanman Fit,538731,BSE
Nihar Info Glob.,531083,BSE
Ankit Met.Power,ANKITMETAL,NSE
Simplex Papers,533019,BSE
HCL Infosystems,HCL-INSYS,NSE
Pan India Corpor,511525,BSE
Rishabh Sp. Yarn,514177,BSE
Mantra Capital,511577,BSE
Supreme Engg.,SUPREMEENG,NSE
Varvee Global,VGL,NSE
Iykot Hitech,522245,BSE
Gravity (India),532015,BSE
Orissa Minerals,ORISSAMINE,NSE
Venlon Enterpris,524038,BSE
ANS Industries,531406,BSE
Waaree Tech.,539337,BSE
Ecoboard Inds.,523732,BSE
Gayatri BioOrga.,524564,BSE
Spectra Industri,513687,BSE
Ceenik Exports,531119,BSE
Sikozy Realtors,524642,BSE
Brawn Biotech,530207,BSE
Nitco,NITCO,NSE
SGN Telecoms,531812,BSE
Regency Ceramics,REGENCERAM,NSE
Net Avenue,CBAZAAR,NSE
Lypsa Gems,LYPSAGEMS,NSE
Satiate Agri,524546,BSE
NDTV,NDTV,NSE
Unitech,UNITECH,NSE
Innovative Tyres,ITTL,NSE
GCM Commodity,535917,BSE
Beeyu Overseas,532645,BSE
Hasti Finance,531387,BSE
Trustwave,508963,BSE
Integ. Hitech,532303,BSE
Williamson Magor,WILLAMAGOR,NSE
Kobo Biotech,531541,BSE
SC Agrotech,526081,BSE
Unipro Technolgy,540189,BSE
VXL Instruments,517399,BSE
Harmony Capital,530055,BSE
Khyati Multimed.,531692,BSE
Omaxe,OMAXE,NSE
Blu.Coast Hotel.,BLUECOAST,NSE
Tarapur Trans,TARAPUR,NSE
Incon Engineers,531594,BSE
Ather Energy,ATHERENERG,NSE
Peoples Invest,501144,BSE
Saptak Chem &,506906,BSE
Sri Chakra Cem.,518053,BSE
Future Lifestyle,FLFL,NSE
Silveroak Comm,512197,BSE
Nilachal Refract,502294,BSE
G-Tec Janix,GTECJAINX,NSE
Rama Paper Mills,500357,BSE
Chrome Silicon,513005,BSE
Suven Life Scie.,SUVEN,NSE
Siddha Ventures,530439,BSE
BEML Land Assets,BLAL,NSE
Callista Indus.,539335,BSE
AI Champ.Inds.,532806,BSE
TMT (I),522171,BSE
Glittek Granites,513528,BSE
Winny Immigratio,WINNY,NSE
Aadi Industries,530027,BSE
Tejassvi Aaharam,531628,BSE
Madhur Inds,519279,BSE
PFL Infotech,531769,BSE
Deccan Bearings,505703,BSE
Lexoraa Ind,531944,BSE
Ace Engitech,530669,BSE
Tarai Foods,519285,BSE
Pratiksha Chem.,531257,BSE
Sir Shadi Lal,532879,BSE
SER Industries,507984,BSE
Tacent Projects,531887,BSE
RSC Internl.,530179,BSE
Roselabs Finance,531324,BSE
Span Divergent,524727,BSE
Intl. Data Mgt.,517044,BSE
SAB Events,SABEVENTS,NSE
Jagjanani Text.,532825,BSE
Heera Ispat,526967,BSE
Epsom Properties,531155,BSE
SPARC,SPARC,NSE
Risa Internatio.,530251,BSE
Svarnim Trade Ud,539911,BSE
MEP Infrast.,MEP,NSE
Reliance Home,RHFL,NSE
India Radiators,505100,BSE
Unitech Internat,531867,BSE
EMA India,522027,BSE
CMX Holdings,532217,BSE
Sharp India,523449,BSE
Citurgia Biochem,506373,BSE
Pasupati Fincap,511734,BSE
MPL Plastics,526143,BSE
SHRI NIWAS L& F.,538897,BSE
PAE,517230,BSE
Mipco Seaml Ring,505797,BSE
Quantum Digital,530281,BSE
Modern Dairies,519287,BSE
Omega Ag Seeds,519479,BSE
Monind,532078,BSE
Suryo Foods,519604,BSE
V R Woodart,523888,BSE
Ansal Properties,ANSALAPI,NSE
Modipon,503776,BSE
Cresanto Global,531207,BSE
Switching Tech.,517201,BSE
GTL Infra.,GTLINFRA,NSE
Vas Infra.,531574,BSE
Silicon Valley,PRASGLOFIN,NSE
Guj. State Fin.,532160,BSE
Quadrant Tele.,511116,BSE
TCI Finance,TCIFINANCE,NSE
Manipal Fin. Cor,507938,BSE
Jayabharat Cred.,501311,BSE
Invigorated Bus.,511716,BSE
Popees Cares,530565,BSE
Amalgamated Elec,501622,BSE
Premium Capital,511660,BSE
Tricom Fruit,531716,BSE
Impex Ferro Tech,IMPEXFERRO,NSE
Yashraj Contain.,530063,BSE
T N Telecom.,TNTELE,NSE
Shyam Telecom,SHYAMTEL,NSE
GTL,GTL,NSE
Shree Precoated,533110,BSE
Mukat Pipes,523832,BSE
Deccan Polypacks,531989,BSE
Omkar Overseas,531496,BSE
Ventura Textiles,516098,BSE
Anirit Ventures,530705,BSE
Vardhman Polytex,VARDMNPOLY,NSE
Eureka Industrie,521137,BSE
Mid India Inds.,500277,BSE
Sri Lak.Sar.Arni,521161,BSE
Manor Estates,526115,BSE
Modella Woollens,503772,BSE
Meyer Apparel,531613,BSE
Priya,524580,BSE
Rajvir Inds.,RAJVIR,NSE
E-Land Apparel,532820,BSE
Simplex Mills,533018,BSE
NB Footwear,523242,BSE
Welterman Intl.,526431,BSE
Coral Newsprints,530755,BSE
Univa Foods,UNIVAFOODS,NSE
Galaxy Cloud,506186,BSE
Educomp Sol.,EDUCOMP,NSE
Infomedia Press,INFOMEDIA,NSE
Foundry Fuel,513579,BSE
Rajeswari Infra.,526823,BSE
Esha Media,531259,BSE
Rajas. Petro Syn,RAJASPETRO,NSE
Thakral Services,509015,BSE
Binny Mills,535620,BSE
Rekvina Labs,526075,BSE
Axentra Corp,511634,BSE
Standard Shoe,523351,BSE
Filtron Engineer,531191,BSE
Harig Crankshaft,500178,BSE
TECIL Chemical,TECILCHEM,NSE
Grand Foundry,GFSTEELS,NSE
Natl. Plywood,516062,BSE
Miven Mach. Tool,522036,BSE
Adline Chem Lab,524604,BSE
B J Duplex Board,531647,BSE
Future Ent. DVR,FELDVR,NSE
Jain Irrigat-DVR,JISLDVREQS,NSE
Aananda Lakshmi,539096,BSE
Bluegod Enterta.,539175,BSE
Adhbhut Infra.,539189,BSE
Balkrishna Paper,BALKRISHNA,NSE
Aban Offshore,ABAN,NSE
Arshiya,ARSHIYA,NSE
BIL Vyapar,BILVYAPAR,NSE
Cranes Software,512093,BSE
Diamond Power,DIACABS,NSE
Dish TV India,DISHTV,NSE
Essar Shipping,ESSARSHPNG,NSE
Golden Tobacco,GOLDENTOBC,NSE
Hitech Corp.,HITECHCORP,NSE
HMT,HMT,NSE
IDream Film,504375,BSE
IL&FS Engg.,IL&FSENGG,NSE
Indiabulls,IBULLSLTD,NSE
Trans India,523752,BSE
Muller & Phipps,501477,BSE
Satchmo Holdings,533202,BSE
Rama Petrochem,500358,BSE
Kridhan Infra,KRIDHANINF,NSE
Reliance Communi,RCOM,NSE
Royal India Corp,512047,BSE
Sea TV Network,533268,BSE
S T C,STCINDIA,NSE
Supreme Infra.,SUPREMEINF,NSE
Sylph Industries,511447,BSE
Siti Networks,SITINET,NSE
Zenith Steel,ZENITHSTL,NSE
Soma Papers,516038,BSE
Delphi World,DELPHIFX,NSE
Radhagobind Comm,539673,BSE
Le Lavoir,539814,BSE
N K Industries,NKIND,NSE
Premier,PREMIER,NSE
Aryavan Enterprise,539455,BSE
Nagarjuna Fert.,NAGAFERT,NSE
Elitecon Inter.,539533,BSE
TV Vision,TVVISION,NSE
Jalan Transol.,JALAN,NSE
Shrenik,SHRENIK,NSE
SMVD Poly Pack,SMVD,NSE
Maxgrow India,521167,BSE
Eiko Lifescience,540204,BSE
Diksha Greens,542155,BSE
Mahip Industries,542503,BSE
The Anup Enginee,ANUP,NSE
Synthiko Foils,513307,BSE
GHV Infra,505504,BSE
Suumaya Corp.,543274,BSE
Sanghvi Movers,SANGHVIMOV,NSE
Jeena Sikho,JSLL,NSE
Fidel Softech,FIDEL,NSE
Sofcom Systems,538923,BSE
Arihant Academy,ARIHANTACA,NSE
Anka India,531673,BSE
Khaitan (India),KHAITANLTD,NSE
Yudiz Solutions,YUDIZ,NSE
Vishnusurya Pro.,VISHNUINFR,NSE
Lloyds Engineeri,LLOYDSENGG,NSE
Qualitek Labs,544091,BSE
Fundviser Capit.,530197,BSE
NHC Foods,517554,BSE
Cosmic CRF,543928,BSE
Delaplex,DELAPLEX,NSE
Madhusudan Masa,MADHUSUDAN,NSE
Uravi Defence &,URAVIDEF,NSE
Akiko,AKIKO,NSE
Spice LoungeFood,539895,BSE
Skybiotech Healthcare,512036,BSE
Sahasra Electro.,SAHASRA,NSE
Sh. Jagdamba Pol,512453,BSE
Indef Manufactur,BAJAJINDEF,NSE
PropsharePlatina,544295,BSE
Captain Pipes,538817,BSE
Enser,ENSER,NSE
Supershakti Met.,541701,BSE
Shubhshree Bio.,SHUBHSHREE,NSE
ROX Hi-Tech,ROXHITECH,NSE
Capital Infra,CAPINVIT,NSE
Arvind Port &,ARVINDPORT,NSE
Midwest Gold,526570,BSE
Abate As Indust,531658,BSE
Sunrest Lifescie,SUNREST,NSE
Remedium Life,539561,BSE
Shashwat Furnis.,543519,BSE
Mobavenue AI Tech,539682,BSE
Monolithisch Ind,MONOLITH,NSE
A B Lifestyle,ABLBL,NSE
Digitide Solutio,DIGITIDE,NSE
Emkay Tools,ETL,NSE
Heads UP Venture,HEADSUP,NSE
Mittal Life Styl,MITTAL,NSE
Yash Trad.& Fin.,512345,BSE
Rajkamal Synth.,514028,BSE
Marble City,531281,BSE
Anondita Medi.,ANONDITA,NSE
Current Infra.,CURRENT,NSE
STL Networks,STLNETWORK,NSE
Kody Technolab,KODYTECH,NSE
Ecoline Exim,ECOLINE,NSE
Ganesha Ecoverse,539041,BSE
Solvex Edibles,544539,BSE
Hoac Foods,HOACFOODS,NSE
TVS Infra. Trust,TVSINVIT,NSE
Prime Industries,519299,BSE
Ducol Organics,DUCOL,NSE
Tata Motors,TMCV,NSE
Auro Labs.,530233,BSE
Greenhitech Ven.,544163,BSE
HP Telecom,HPTL,NSE
Valencia Nutrit.,542910,BSE
Goldstar Power,GOLDSTAR,NSE
Ganesh Infra.,GANESHIN,NSE
Euro Panel,EUROBOND,NSE
Silgo Retail,SILGO,NSE
Olatech Solution,543578,BSE
Super Iron,544381,BSE
KSR Footwear,KSR,NSE
SKF India Indus.,SKFINDUS,NSE
ICICI AMC,ICICIAMC,NSE
NFP Sampoorna,id,NSE
Shankara Buildpro,BUILDPRO,NSE
Simandhar Impex,544662,BSE
Shukra Pharma.,524632,BSE
Panth Infinity,539143,BSE
Adcounty Media.,544435,BSE
PNGS Reva Diamo.,id,NSE
Artificial Elect,526443,BSE
Constronics,523844,BSE
Integra Switch,517423,BSE
